Timestamp,entry.923603719,entry.554932361,entry.1672505170,entry.962003544,entry.255587568,entry.612613808,entry.80696487,entry.1876721597,entry.1521108961,entry.130945040,entry.1075288078,entry.659638895,entry.330886809,entry.1634516718,entry.1775119140,entry.413983438,entry.1273514916,entry.520272558,entry.1000274638,entry.265359321,entry.1572500048,entry.1480233952,entry.1160159915,entry.1627086245,entry.1142213949,entry.98642955,entry.1424986760,entry.457665241,entry.1419529889,entry.1493937335,entry.200474320,entry.1678691419,entry.1127065946,entry.1889439988,entry.682072584,entry.696086050,entry.805206222
07/04/2015 23:52,De 18 a 28 anos,Femenino,De 6-12 anos,Soltero,Operativo.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Probablemente si,Adecuada,Probablemente no,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Todas las anteriores,No,Probablemente si,Revision periodica del ambiente de trabajo
07/04/2015 23:54,De 29 a 39 anos,Masculino,De 6-12 anos,Casado,Gerencial.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Excelente,Definitivamente si,Muy adecuada,Definitivamente si,Muy adecuadas,Muy amplio,Definitivamente si,Muy motivador y muy enriquecedor,Probablemente si,Si,En ninguna de las areas de trabajo,Si,Probablemente si,Si,Han disminuido,Indeciso,Probablemente si,Uso de Senalizacion de areas de peligro,No,Indeciso,Todas las anteriores
07/04/2015 23:55,Mas de 51 anos,Masculino,Mas de 17 anos,Casado,Gerencial.,Sector industrial,Si,Definitivamente si,Muy de acuerdo,Probablemente si,Alto,Muy bueno,Muy satisfecho,Probablemente si,Muy utiles,Definitivamente si,Excelente,Definitivamente si,Muy adecuada,Probablemente no,Muy adecuadas,Muy amplio,Definitivamente si,Motivador y enriquecedor,Definitivamente si,Si,En todas las areas de trabajo,Si,Definitivamente si,Si,Han disminuido,Indeciso,Definitivamente si,Uso de Senalizacion de areas de peligro,No,Probablemente si,Revision periodica del ambiente de trabajo
08/04/2015 09:46,De 18 a 28 anos,Femenino,Menos de 1 ano,Soltero,Operativo.,Sector de servicios,Si,Definitivamente si,Muy de acuerdo,Probablemente si,Alto,Regular,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Definitivamente si,Si,En algunas areas de trabajo,No,Definitivamente No,No,No ha habido cambios,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,Si,Probablemente si,Todas las anteriores
08/04/2015 09:46,Mas de 51 anos,Femenino,Mas de 17 anos,Casado,Administrativo.,Sector de servicios,Si,Probablemente si,De acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Definitivamente si,Muy adecuada,Definitivamente si,Muy adecuadas,Muy amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Todas las anteriores
08/04/2015 09:51,De 29 a 39 anos,Masculino,De 6-12 anos,Casado,Administrativo.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Indeciso,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Muy motivador y muy enriquecedor,Probablemente si,Si,En ninguna de las areas de trabajo,Si,Probablemente si,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,Ninguna de las anteriores
08/04/2015 09:52,De 40 a 50 anos,Masculino,De 6-12 anos,Casado,Administrativo.,Sector comercial,Si,Probablemente si,De acuerdo,Definitivamente si,Alto,Muy bueno,Muy satisfecho,Definitivamente si,Utiles,Definitivamente si,Excelente,Definitivamente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Indeciso,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Todas las anteriores
08/04/2015 09:54,De 18 a 28 anos,Femenino,De 1-5 anos,Union libre,Administrativo.,Sector industrial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Muy adecuada,Definitivamente si,Muy adecuadas,Amplio,Probablemente si,Muy motivador y muy enriquecedor,Definitivamente si,Si,En ninguna de las areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Todas las anteriores,No,Indeciso,"Diseno de procesos seguros, Revision periodica del ambiente de trabajo"
08/04/2015 09:56,De 18 a 28 anos,Masculino,Menos de 1 ano,Casado,Tecnico.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Probablemente no,Adecuada,Probablemente si,Muy adecuadas,Muy amplio,Definitivamente si,Motivador y enriquecedor,Definitivamente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Indeciso,Probablemente si,Uso de Senalizacion de areas de peligro,Si,Probablemente si,Todas las anteriores
08/04/2015 10:09,De 18 a 28 anos,Masculino,De 1-5 anos,Union libre,Operativo.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,"Ni adecuada, ni inadecuada",Indeciso,Muy adecuadas,Muy amplio,Definitivamente si,Motivador y enriquecedor,,Si,En ninguna de las areas de trabajo,No,Definitivamente No,Si,Han disminuido,Indeciso,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Revision periodica del ambiente de trabajo
08/04/2015 10:10,De 18 a 28 anos,Femenino,Menos de 1 ano,Casado,Operativo.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Indeciso,Adecuada,Indeciso,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Indeciso,Todas las anteriores
08/04/2015 10:13,De 18 a 28 anos,Masculino,De 1-5 anos,Soltero,Tecnico.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Excelente,Indeciso,Muy adecuada,Definitivamente si,Muy adecuadas,Muy amplio,Definitivamente si,Muy motivador y muy enriquecedor,Definitivamente si,Si,En algunas areas de trabajo,Si,Definitivamente si,Si,Han disminuido,Definitivamente si,Definitivamente si,Todas las anteriores,No,Indeciso,Todas las anteriores
08/04/2015 10:14,De 29 a 39 anos,Masculino,De 6-12 anos,Casado,Gerencial.,Sector industrial,Si,Probablemente si,De acuerdo,Indeciso,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Probablemente no,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,No,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Revision periodica del ambiente de trabajo
08/04/2015 10:15,Mas de 51 anos,Femenino,De 12-17 anos,Casado,Administrativo.,Sector de servicios,Si,Definitivamente si,Muy de acuerdo,Definitivamente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Excelente,Definitivamente si,Muy adecuada,Definitivamente si,Adecuadas,"Ni amplio, ni limitado",Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Todas las anteriores,Si,Probablemente si,Todas las anteriores
08/04/2015 10:34,De 18 a 28 anos,Femenino,Menos de 1 ano,Soltero,Tecnico.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente no,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Indeciso,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente no,Ninguna de las anteriores
08/04/2015 10:40,De 18 a 28 anos,Masculino,De 1-5 anos,Casado,Tecnico.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente no,Adecuada,Indeciso,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Definitivamente si,Uso de Extintores en alguna areas,Si,Definitivamente si,Utilizacion de equipos de trabajo y equipo de proteccion
08/04/2015 11:18,De 18 a 28 anos,Femenino,De 1-5 anos,Soltero,Tecnico.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Indeciso,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En ninguna de las areas de trabajo,Si,Probablemente si,Si,Han disminuido,Probablemente si,Probablemente si,Todas las anteriores,Si,Probablemente si,Todas las anteriores
08/04/2015 11:20,De 29 a 39 anos,Masculino,De 1-5 anos,Casado,Administrativo.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Excelente,Probablemente no,Muy adecuada,Definitivamente si,Muy adecuadas,Muy amplio,Definitivamente si,Muy motivador y muy enriquecedor,Definitivamente si,Si,En ninguna de las areas de trabajo,No,Definitivamente No,Si,No ha habido cambios,Definitivamente si,Definitivamente si,Uso de Extintores en alguna areas,No,Probablemente no,Ninguna de las anteriores
08/04/2015 11:28,De 40 a 50 anos,Masculino,De 6-12 anos,Casado,Operativo.,Sector de servicios,Si,Definitivamente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Definitivamente si,Muy bueno,Probablemente no,Adecuada,Probablemente no,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Probablemente no,No,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Utilizacion de equipos de trabajo y equipo de proteccion
08/04/2015 11:31,De 40 a 50 anos,Masculino,De 6-12 anos,Soltero,Administrativo.,Sector comercial,Si,Definitivamente si,De acuerdo,Probablemente si,"Ni alto, ni bajo",Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,Ninguna de las anteriores
08/04/2015 11:32,Mas de 51 anos,Femenino,De 12-17 anos,Soltero,Gerencial.,Sector comercial,Si,Probablemente si,De acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Probablemente no,"Ni adecuada, ni inadecuada",Probablemente si,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,No,En ninguna de las areas de trabajo,No,Probablemente no,No,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Revision periodica del ambiente de trabajo
08/04/2015 11:34,De 18 a 28 anos,Femenino,De 1-5 anos,Soltero,Operativo.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Indeciso,Adecuada,Probablemente no,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,Si,Probablemente si,Utilizacion de equipos de trabajo y equipo de proteccion
08/04/2015 11:35,De 18 a 28 anos,Masculino,De 1-5 anos,Union libre,Tecnico.,Sector industrial,Si,Definitivamente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Excelente,Probablemente si,Muy adecuada,Indeciso,Muy adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,No,Han disminuido,Probablemente si,Probablemente si,Todas las anteriores,No,Indeciso,Ninguna de las anteriores
08/04/2015 11:43,De 29 a 39 anos,Femenino,De 1-5 anos,Soltero,Operativo.,Sector de servicios,Si,Definitivamente si,Indeciso,Probablemente no,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Probablemente no,Adecuada,Indeciso,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Indeciso,No,En ninguna de las areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Indeciso,Indeciso,Ninguna de las anteriores,No,Indeciso,Ninguna de las anteriores
08/04/2015 11:44,De 18 a 28 anos,Masculino,Menos de 1 ano,Soltero,Tecnico.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Muy satisfecho,Probablemente si,Muy utiles,Definitivamente si,Excelente,Indeciso,Muy adecuada,Definitivamente si,Muy adecuadas,Muy amplio,Definitivamente si,Muy motivador y muy enriquecedor,Definitivamente si,Si,En algunas areas de trabajo,Si,Definitivamente si,Si,No ha habido cambios,Definitivamente si,Definitivamente si,Ninguna de las anteriores,No,Probablemente si,Ninguna de las anteriores
08/04/2015 11:46,De 29 a 39 anos,Masculino,De 1-5 anos,Casado,Tecnico.,Sector industrial,Si,Probablemente si,De acuerdo,Indeciso,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Definitivamente si,Muy adecuadas,Muy amplio,Definitivamente si,Muy motivador y muy enriquecedor,Probablemente si,Si,En algunas areas de trabajo,Si,Indeciso,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,Revision periodica del ambiente de trabajo
08/04/2015 11:49,De 29 a 39 anos,Femenino,De 6-12 anos,Casado,Administrativo.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Utiles,Definitivamente si,Muy bueno,Probablemente si,"Ni adecuada, ni inadecuada",Definitivamente si,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente no,Ninguna de las anteriores
08/04/2015 11:49,Mas de 51 anos,Femenino,De 12-17 anos,Casado,Gerencial.,Sector industrial,Si,Definitivamente si,Indeciso,Probablemente si,Alto,Bueno,Satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Regular,Probablemente no,Adecuada,Probablemente si,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Definitivamente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Definitivamente si,Definitivamente si,Diseno de Manual de Seguridad,No,Probablemente no,Ninguna de las anteriores
08/04/2015 11:50,De 18 a 28 anos,Masculino,De 1-5 anos,Soltero,Operativo.,Sector industrial,No,Probablemente si,De acuerdo,Probablemente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Probablemente si,Muy bueno,Definitivamente si,Muy adecuada,Definitivamente si,Muy adecuadas,"Ni amplio, ni limitado",Probablemente si,Motivador y enriquecedor,Definitivamente si,Si,En algunas areas de trabajo,No,Definitivamente No,No,No ha habido cambios,Definitivamente si,Definitivamente si,Ninguna de las anteriores,No,Definitivamente si,Ninguna de las anteriores
08/04/2015 11:55,De 29 a 39 anos,Femenino,De 12-17 anos,Casado,Administrativo.,Sector de servicios,No,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Muy satisfecho,Definitivamente si,Utiles,Probablemente si,Muy bueno,Indeciso,Muy adecuada,Definitivamente si,Muy adecuadas,Muy amplio,Definitivamente si,Motivador y enriquecedor,Definitivamente si,Si,En ninguna de las areas de trabajo,Si,Definitivamente si,Si,Han disminuido,Definitivamente si,Definitivamente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,Ninguna de las anteriores
08/04/2015 12:29,De 29 a 39 anos,Femenino,De 1-5 anos,Casado,Gerencial.,Sector de servicios,Si,Definitivamente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Utiles,Probablemente si,Muy bueno,Indeciso,Adecuada,Probablemente no,Adecuadas,Amplio,Probablemente si,Muy motivador y muy enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,No,Indeciso,"Utilizacion de equipos de trabajo y equipo de proteccion, Revision periodica del ambiente de trabajo"
08/04/2015 12:39,De 40 a 50 anos,Masculino,Mas de 17 anos,Casado,Gerencial.,Sector industrial,Si,Definitivamente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Excelente,Probablemente si,Muy adecuada,Definitivamente si,Muy adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Definitivamente si,Si,En ninguna de las areas de trabajo,No,Definitivamente No,Si,Han disminuido,Definitivamente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Ninguna de las anteriores
08/04/2015 12:40,De 29 a 39 anos,Masculino,De 6-12 anos,Soltero,Operativo.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,"Ni alto, ni bajo",Regular,Satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Muy motivador y muy enriquecedor,Probablemente si,Si,En ninguna de las areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,Si,Probablemente si,Todas las anteriores
08/04/2015 12:47,De 18 a 28 anos,Masculino,De 1-5 anos,Soltero,Operativo.,Sector de servicios,No,Probablemente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Utiles,Definitivamente si,Excelente,Probablemente si,Adecuada,Probablemente no,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Probablemente no,No,No ha habido cambios,Probablemente si,Probablemente si,Todas las anteriores,Si,Probablemente si,Todas las anteriores
08/04/2015 12:53,De 18 a 28 anos,Femenino,De 1-5 anos,Casado,Operativo.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Regular,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente no,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En ninguna de las areas de trabajo,Si,Probablemente si,No,Han disminuido,Probablemente si,Probablemente si,Todas las anteriores,No,Indeciso,Todas las anteriores
08/04/2015 13:01,De 40 a 50 anos,Femenino,De 6-12 anos,Union libre,Tecnico.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Bueno,Satisfecho,Definitivamente si,Utiles,Definitivamente si,Muy bueno,Probablemente no,Muy adecuada,Probablemente si,Adecuadas,Muy amplio,Definitivamente si,Motivador y enriquecedor,Definitivamente si,No,En ninguna de las areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Definitivamente si,Uso de Extintores en alguna areas,No,Probablemente si,Revision periodica del ambiente de trabajo
08/04/2015 13:02,De 18 a 28 anos,Masculino,Menos de 1 ano,Soltero,Tecnico.,Sector de servicios,No,Probablemente si,De acuerdo,Probablemente si,Alto,Regular,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente no,Adecuada,Indeciso,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,No,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,Si,Probablemente si,Todas las anteriores
08/04/2015 13:07,De 29 a 39 anos,Femenino,De 6-12 anos,Union libre,Administrativo.,Sector industrial,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Excelente,Indeciso,Muy adecuada,Indeciso,Muy adecuadas,Muy amplio,Definitivamente si,Muy motivador y muy enriquecedor,Definitivamente si,Si,En todas las areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente si,Revision periodica del ambiente de trabajo
08/04/2015 14:24,De 29 a 39 anos,Femenino,De 1-5 anos,Casado,Operativo.,Sector de servicios,Si,Probablemente si,De acuerdo,Definitivamente si,Muy alto,Bueno,Satisfecho,Probablemente si,Muy utiles,Definitivamente si,Muy bueno,Probablemente no,Adecuada,Probablemente si,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Indeciso,No,Han disminuido,Probablemente si,Definitivamente si,Uso de Senalizacion de areas de peligro,No,Probablemente si,Utilizacion de equipos de trabajo y equipo de proteccion
08/04/2015 14:40,Mas de 51 anos,Masculino,Mas de 17 anos,Casado,Tecnico.,Sector industrial,Si,Definitivamente si,De acuerdo,Probablemente si,Muy alto,Bueno,Satisfecho,Probablemente si,Muy utiles,Definitivamente si,Regular,Probablemente si,Adecuada,Definitivamente si,Adecuadas,Amplio,Definitivamente si,Muy motivador y muy enriquecedor,Probablemente si,Si,En algunas areas de trabajo,Si,Probablemente si,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente si,Todas las anteriores
08/04/2015 14:43,De 29 a 39 anos,Femenino,De 1-5 anos,Soltero,Administrativo.,Sector de servicios,Si,Indeciso,Indeciso,Indeciso,"Ni alto, ni bajo",Regular,"Ni satisfecho, ni insatisfecho",Indeciso,"Ni utiles, ni inutiles",Indeciso,Regular,Indeciso,"Ni adecuada, ni inadecuada",Indeciso,"Ni adecuadas, ni inadecuadas","Ni amplio, ni limitado",Indeciso,Poco motivador y poco enriquecedor,Indeciso,No,En algunas areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Indeciso,Indeciso,Ninguna de las anteriores,No,Indeciso,Ninguna de las anteriores
08/04/2015 14:46,De 40 a 50 anos,Femenino,De 6-12 anos,Casado,Administrativo.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Bueno,Satisfecho,Probablemente no,"Ni utiles, ni inutiles",Probablemente si,Malo,Indeciso,Inadecuada,Probablemente si,Adecuadas,"Ni amplio, ni limitado",Probablemente si,Poco motivador y poco enriquecedor,Indeciso,No,En algunas areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Probablemente si,Indeciso,Ninguna de las anteriores,No,Indeciso,Ninguna de las anteriores
08/04/2015 14:53,De 29 a 39 anos,Masculino,De 6-12 anos,Union libre,Operativo.,Sector de servicios,No,Probablemente si,En desacuerdo,Probablemente no,"Ni alto, ni bajo",Regular,Satisfecho,Probablemente si,"Ni utiles, ni inutiles",Indeciso,Regular,Probablemente no,Adecuada,Indeciso,Adecuadas,"Ni amplio, ni limitado",Probablemente si,Poco motivador y poco enriquecedor,Probablemente si,No,En ninguna de las areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Indeciso,Probablemente si,Ninguna de las anteriores,No,Indeciso,Ninguna de las anteriores
08/04/2015 15:03,De 29 a 39 anos,Masculino,Menos de 1 ano,Casado,Operativo.,Sector comercial,Si,Definitivamente no,Muy en desacuerdo,Definitivamente no,Alto,Malo,Insatisfecho,Probablemente no,"Ni utiles, ni inutiles",Probablemente no,Malo,Probablemente si,Inadecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Poco motivador y poco enriquecedor,Indeciso,No,En algunas areas de trabajo,No,Definitivamente No,No,Han disminuido,Probablemente no,Probablemente no,Uso de Extintores en alguna areas,No,Probablemente si,Utilizacion de equipos de trabajo y equipo de proteccion
08/04/2015 15:13,De 29 a 39 anos,Masculino,De 6-12 anos,Casado,Administrativo.,Sector de servicios,Si,Probablemente si,En desacuerdo,Probablemente no,Muy alto,Bueno,Satisfecho,Probablemente no,Utiles,Indeciso,Regular,Definitivamente no,Adecuada,Indeciso,"Ni adecuadas, ni inadecuadas","Ni amplio, ni limitado",Probablemente si,Poco motivador y poco enriquecedor,Probablemente no,No,En ninguna de las areas de trabajo,No,Probablemente no,No,No ha habido cambios,Probablemente si,Definitivamente no,Ninguna de las anteriores,No,Probablemente no,Ninguna de las anteriores
09/04/2015 00:39,De 29 a 39 anos,Masculino,De 12-17 anos,Casado,Tecnico.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,"Ni alto, ni bajo",Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Excelente,Definitivamente si,Muy adecuada,Definitivamente si,Muy adecuadas,Muy amplio,Probablemente si,Muy motivador y muy enriquecedor,Probablemente si,Si,En algunas areas de trabajo,Si,Probablemente si,Si,No ha habido cambios,Definitivamente si,Definitivamente si,Todas las anteriores,Si,Definitivamente si,"Todas las anteriores, Ninguna de las anteriores"
09/04/2015 10:40,De 29 a 39 anos,Femenino,De 1-5 anos,Casado,Operativo.,Sector comercial,Si,Probablemente si,Indeciso,Indeciso,Alto,Muy bueno,"Ni satisfecho, ni insatisfecho",Indeciso,"Ni utiles, ni inutiles",Probablemente si,Excelente,Definitivamente si,"Ni adecuada, ni inadecuada",Probablemente no,"Ni adecuadas, ni inadecuadas",Amplio,Indeciso,Poco motivador y poco enriquecedor,Definitivamente si,Si,En algunas areas de trabajo,No,Indeciso,No,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,Si,Probablemente si,Revision periodica del ambiente de trabajo
09/04/2015 10:43,De 29 a 39 anos,Masculino,De 6-12 anos,Soltero,Administrativo.,Sector comercial,Si,Definitivamente si,De acuerdo,Probablemente no,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente no,No,En ninguna de las areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Probablemente si,Probablemente no,Ninguna de las anteriores,No,Probablemente no,Ninguna de las anteriores
09/04/2015 10:47,De 18 a 28 anos,Masculino,Menos de 1 ano,Soltero,Operativo.,Sector comercial,No,Definitivamente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Excelente,Indeciso,Muy adecuada,Probablemente no,Muy adecuadas,Muy amplio,Definitivamente si,Poco motivador y poco enriquecedor,Definitivamente si,No,En ninguna de las areas de trabajo,No,Definitivamente No,No,No ha habido cambios,Probablemente si,Definitivamente si,Ninguna de las anteriores,No,Probablemente si,Ninguna de las anteriores
